academic_year,sending_institution,receiving_institution,major,group,section,receiving_type,receiving_requirement,sending_courses,sending_course_options,fulfillment_options,no_articulation_reason,denied_courses,template_cell_id
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GS 214 - Global History I: to 1500,HIST 7 - World History 1500,['HIST 7 - World History 1500'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 7 - World History 1500']}], 'courses': ['HIST 7 - World History 1500'], 'must_take_together': False}]",,[],5968e97c-5776-4753-d071-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HCOM 251 - Introduction to US History,HIST 17 - United States History to 1877,['HIST 17 - United States History to 1877'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 17 - United States History to 1877']}], 'courses': ['HIST 17 - United States History to 1877'], 'must_take_together': False}]",,[],bed22b67-43aa-4e3b-d072-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SSCI 111 - United States History to 1890,HIST 17 - United States History to 1877,['HIST 17 - United States History to 1877'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 17 - United States History to 1877']}], 'courses': ['HIST 17 - United States History to 1877'], 'must_take_together': False}]",,[],60e82b85-5a93-4270-d073-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BIO 204 - Introduction to Life Sciences,BIOL 10 - Principles of Biology,['BIOL 10 - Principles of Biology'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 10 - Principles of Biology']}], 'courses': ['BIOL 10 - Principles of Biology'], 'must_take_together': False}]",,[],ad64ebe0-f80e-40f8-d075-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 210 - Earth Science for Teachers,GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab,['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab']}], 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'], 'must_take_together': True}]",,[],e6b888a2-6d83-42be-d076-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 100 - Quantitative Literacy,MATH 12 - Number Systems,['MATH 12 - Number Systems'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 12 - Number Systems']}], 'courses': ['MATH 12 - Number Systems'], 'must_take_together': False}]",,[],67a99ac6-a549-4723-d077-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HDFS 200 - Intro to Child Development,ECED 1 - Child Growth and Development,['ECED 1 - Child Growth and Development'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECED 1 - Child Growth and Development']}], 'courses': ['ECED 1 - Child Growth and Development'], 'must_take_together': False}]",,[],ec98e635-51bb-4f6f-da6b-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,LS 233 - Arts in the School and Community,ARTB 10 - Survey of the Arts,['ARTB 10 - Survey of the Arts'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ARTB 10 - Survey of the Arts']}], 'courses': ['ARTB 10 - Survey of the Arts'], 'must_take_together': False}]",,[],a76a8b5f-54e9-477f-da6c-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""Or"", ""id"": ""c2d86c9c-c3a2-4447-cbb6-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 102 - Beginning Spanish II,SPAN 2 - Elementary Spanish II,['SPAN 2 - Elementary Spanish II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 2 - Elementary Spanish II']}], 'courses': ['SPAN 2 - Elementary Spanish II'], 'must_take_together': False}]",,[],e0bc17d9-b344-4beb-d07b-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""Or"", ""id"": ""c2d86c9c-c3a2-4447-cbb6-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 201 - Intermediate Spanish I,SPAN 3 - Intermediate Spanish I,['SPAN 3 - Intermediate Spanish I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 3 - Intermediate Spanish I']}], 'courses': ['SPAN 3 - Intermediate Spanish I'], 'must_take_together': False}]",,[],bee9bba8-4be9-4635-d07c-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""Or"", ""id"": ""c2d86c9c-c3a2-4447-cbb6-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 212 - Spanish for Spanish Speakers,(SPAN 2S - Elementary Spanish for Spanish Speakers II) OR (SPAN 3S - Intermediate Spanish for Spanish Speakers I),"['SPAN 2S - Elementary Spanish for Spanish Speakers II', 'SPAN 3S - Intermediate Spanish for Spanish Speakers I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 2S - Elementary Spanish for Spanish Speakers II']}], 'courses': ['SPAN 2S - Elementary Spanish for Spanish Speakers II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 3S - Intermediate Spanish for Spanish Speakers I']}], 'courses': ['SPAN 3S - Intermediate Spanish for Spanish Speakers I'], 'must_take_together': False}]",,[],c45020d0-f0be-4da4-d07e-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration",,,Course,SPAN 101 - Beginning Spanish I,(SPAN 1 - Elementary Spanish I) OR (SPAN 1S - Elementary Spanish for Spanish Speakers I),"['SPAN 1 - Elementary Spanish I', 'SPAN 1S - Elementary Spanish for Spanish Speakers I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 1 - Elementary Spanish I']}], 'courses': ['SPAN 1 - Elementary Spanish I'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 1S - Elementary Spanish for Spanish Speakers I']}], 'courses': ['SPAN 1S - Elementary Spanish for Spanish Speakers I'], 'must_take_together': False}]",,[],e43099d5-0a06-4711-da6e-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential, Integrated Bilingual Elementary Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""4eafbe8d-adff-48a0-cbb5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"PHYS 121, PHYS 121L",PHYS 12 - Integrated Physics and Chemistry,['PHYS 12 - Integrated Physics and Chemistry'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 12 - Integrated Physics and Chemistry']}], 'courses': ['PHYS 12 - Integrated Physics and Chemistry'], 'must_take_together': False}]",,[],734c8385-86a0-4c69-d074-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,LS 242S - Service Learning in Public Schools,EDUC 1L - Education Service Learning Lab AND EDUC 1 - Introduction to Teaching and Education,['EDUC 1L - Education Service Learning Lab AND EDUC 1 - Introduction to Teaching and Education'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['EDUC 1L - Education Service Learning Lab', 'EDUC 1 - Introduction to Teaching and Education']}], 'courses': ['EDUC 1L - Education Service Learning Lab', 'EDUC 1 - Introduction to Teaching and Education'], 'must_take_together': True}]",,[],b5580a62-3677-43b9-d05a-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GS 214 - Global History I: to 1500,HIST 7 - World History 1500,['HIST 7 - World History 1500'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 7 - World History 1500']}], 'courses': ['HIST 7 - World History 1500'], 'must_take_together': False}]",,[],a3590c4d-a79f-4986-d05d-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HCOM 251 - Introduction to US History,HIST 17 - United States History to 1877,['HIST 17 - United States History to 1877'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 17 - United States History to 1877']}], 'courses': ['HIST 17 - United States History to 1877'], 'must_take_together': False}]",,[],f5af0b97-50e4-44c2-d05f-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SSCI 111 - United States History to 1890,HIST 17 - United States History to 1877,['HIST 17 - United States History to 1877'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HIST 17 - United States History to 1877']}], 'courses': ['HIST 17 - United States History to 1877'], 'must_take_together': False}]",,[],7d6a44c5-9404-409a-d061-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BIO 204 - Introduction to Life Sciences,BIOL 10 - Principles of Biology,['BIOL 10 - Principles of Biology'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 10 - Principles of Biology']}], 'courses': ['BIOL 10 - Principles of Biology'], 'must_take_together': False}]",,[],67a6e057-327a-48ac-d064-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 210 - Earth Science for Teachers,GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab,['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab']}], 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'], 'must_take_together': True}]",,[],1f12106c-2d57-4cab-d066-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 100 - Quantitative Literacy,MATH 12 - Number Systems,['MATH 12 - Number Systems'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 12 - Number Systems']}], 'courses': ['MATH 12 - Number Systems'], 'must_take_together': False}]",,[],c02c26df-ffda-4b6b-d068-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HDFS 200 - Intro to Child Development,ECED 1 - Child Growth and Development,['ECED 1 - Child Growth and Development'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECED 1 - Child Growth and Development']}], 'courses': ['ECED 1 - Child Growth and Development'], 'must_take_together': False}]",,[],af128741-1f4d-4b6c-c7bf-08dd86a9c1a6
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,LS 233 - Arts in the School and Community,ARTB 10 - Survey of the Arts,['ARTB 10 - Survey of the Arts'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ARTB 10 - Survey of the Arts']}], 'courses': ['ARTB 10 - Survey of the Arts'], 'must_take_together': False}]",,[],5ac24c6d-584e-4fb3-c7c0-08dd86a9c1a6
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Liberal Studies B.A. + Credential,  Integrated Special Education Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""597facb6-9b44-46b8-cbb3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"PHYS 121, PHYS 121L",PHYS 12 - Integrated Physics and Chemistry,['PHYS 12 - Integrated Physics and Chemistry'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 12 - Integrated Physics and Chemistry']}], 'courses': ['PHYS 12 - Integrated Physics and Chemistry'], 'must_take_together': False}]",,[],f2ee0737-5134-4de4-d062-08dd6d829ad0
